Name,Latitude,Longitude,Rating,Address,City
Rodie's Feed & Pet Supply,37.922023100000004,-121.901526,4.9,"8863 Marsh Creek Rd, Clayton",Clayton
Pet Food Express,37.419071200000005,-122.1104239,4.7,"3910 Middlefield Rd, Palo Alto",Palo Alto
Pet Food Express,37.45574860000001,-122.22861699999999,4.6,"372 Woodside Rd, Redwood City",Redwood City
Gussied Up Dog Boutique,37.3049005,-121.8981157,4.7,"1310 Lincoln Ave, San Jose",San Jose
Pet Food Express,37.787494,-122.44625,4.5,"3150 California St, San Francisco",San Francisco
Holistic Hound,37.8799056,-122.2684561,4.8,"1510 Walnut St # A, Berkeley",Berkeley
Bernal Beast,37.739153,-122.41638200000001,4.6,"509 Cortland Ave, San Francisco",San Francisco
All Pet Feed & Tack,34.121709,-117.245922,4.7,"25598 E Baseline St, San Bernardino",San Bernardino
J&K Aquatics and Pet Center,33.9290857,-116.9755436,4.6,"507 E 6th St, Beaumont",Beaumont
Pet Scene,34.0303106,-117.11125630000001,4.6,"31776 Yucaipa Blvd #9, Yucaipa",Yucaipa
Pet Salon,34.1065201,-117.353806,4.6,"855 E Foothill Blvd, Rialto",Rialto
Trailblazer Pet Supply,39.7378605,-121.83419009999999,4.8,"752 Mangrove Ave, Chico",Chico
VIP Pets,39.14262600000001,-121.64700500000001,4.0,"1707 Colusa Hwy, Yuba City",Yuba City
Go Doggy Pet Store,39.740458399999994,-121.86446310000001,4.9,"932 W 8th Ave, Chico",Chico
Gaiser Pets,39.137899,-121.616775,4.6,"714 Plumas St, Yuba City",Yuba City
Chico Reptiles,39.75796679999999,-121.84268780000001,0.0,"956 Marjorie Ave, Chico",Chico
Olive City Pets -N-stuff,39.8344267,-122.19732509999999,0.0,"1251 S 99 W Hwy, Corning",Corning
Mullins Korner / Bow Wows & Meows,39.728851899999995,-121.8397591,0.0,"325 Broadway, Inside Attic Treasures Chico, Chico",Chico
Fish Etc,39.7522269,-121.7824136,0.0,"1210 Yosemite Dr, Chico",Chico
Puppies of Pamelot,39.698239,-121.827352,3.8,"2990 Hegan Ln, Chico",Chico
The Silver Hound,39.1326064,-121.6224453,0.0,"758 Bridge St, Yuba City",Yuba City
Farmer shopy Best Pet Food,39.1312467,-121.6302763,0.0,"614 Gray Ave, Yuba City",Yuba City
Cheval Farm Feed & Tack,32.87670730000001,-115.5653298,5.0,"346 Larsen Rd, Imperial",Imperial
Desert Showpigs,32.782769699999996,-115.6413466,0.0,"1246 W Ross Rd, El Centro",El Centro
Montecito Pet Shop,34.4026243,-119.7239197,4.1,"2020 Cliff Dr, Santa Barbara",Santa Barbara
Sensational Pets,34.4398188,-119.7377604,4.9,"3433 State St, Santa Barbara",Santa Barbara
Pet House,34.440699,-119.82530700000001,4.6,"5781 Calle Real, Goleta",Goleta
PoopPac,34.4254489,-119.6689973,5.0,"222 Lou Dillon Ct, Santa Barbara",Santa Barbara
Aquatic Designs of Santa Barbara,34.435478,-119.8275575,4.5,"230 Magnolia Ave, Goleta",Goleta
Hardnox LLC,34.4305055,-119.7095274,0.0,"1721 Santa Barbara St, Santa Barbara",Santa Barbara
Dioji K-9 Resort & Athletic Club,34.422957399999994,-119.68181580000001,4.8,"822 E Yanonali St, Santa Barbara",Santa Barbara
All Pet Center,34.0415027,-118.14149309999999,4.6,"1950 S Atlantic Blvd, Monterey Park",Monterey Park
JTK Reptiles,33.7895539,-118.1811966,4.4,"916 E Pacific Coast Hwy, Long Beach",Long Beach
Reptile Factory,33.87481,-118.17929299999999,4.9,"1095 E Artesia Blvd, Long Beach",Long Beach
Tom's Tropical Fish,33.845572,-118.19385020000001,4.3,"4925 Long Beach Boulevard, Long Beach",Long Beach
Rosita's Pet Store #2,34.68185,-118.134525,4.4,"43953 Sierra Highway, Unit B&C, Lancaster",Lancaster
D's Pet City,34.6884931,-118.113228,5.0,"44333 Challenger Way, Lancaster",Lancaster
Twisted Desert Feed & Grain,34.7041968,-118.1319205,0.0,"207 W Ave I, Lancaster",Lancaster
Three Little Fish,34.6891811,-118.13839840000001,3.6,"602 W Avenue J, Lancaster",Lancaster
Hemme Hay & Feed Inc,34.677448299999995,-118.1342258,4.8,"43719 Sierra Hwy, Lancaster",Lancaster
Tails2Scales Pet Shop,34.6746561,-118.16482140000002,4.0,"1832 W Ave K #5, Lancaster",Lancaster
Tailwaggers Pet Grooming,34.6797856,-118.1573098,4.1,"43761 15th St W, Lancaster",Lancaster
The Fancy Puppy,33.8982976,-117.55641370000001,4.0,"530 Hidden Valley Pkwy #102, Corona",Corona
Chauffeured Pets,34.105775,-117.5035569,0.0,"13819 E Foothill Blvd, Fontana",Fontana
Protein for Pets,34.1195703,-117.5580169,4.8,"7385 Milliken Ave #120, Rancho Cucamonga",Rancho Cucamonga
The Paw Spa,33.878067,-117.566837,4.4,"320 S Main St, Corona",Corona
Pet World,34.0652006,-117.2666733,4.2,"891 Harriman Pl, San Bernardino",San Bernardino
Animal Hospital of Cloverdale,38.796078,-123.01969199999999,4.9,"20 Industrial Dr, Cloverdale",Cloverdale
Village Pets & Supplies,38.45481100000001,-122.77036899999999,4.4,"7618, 1425 Fulton Rd #331, Santa Rosa",Santa Rosa
Puny Paws Pet Products,38.36179260000001,-122.69340079999999,4.5,"927 Golf Course Dr, Rohnert Park",Rohnert Park
Petaluma Pet Company,38.2351158,-122.6404254,4.9,"144 Petaluma Blvd N, Petaluma",Petaluma
Debbie's Pet Boutique,38.613133700000006,-122.8707132,4.6,"431 Center St, Healdsburg",Healdsburg
Pet Food Express,34.1967561,-118.8701081,4.7,"1330 N Moorpark Rd, Thousand Oaks",Thousand Oaks
Kriser's Natural Pet,34.153307,-118.826104,4.5,"966 S Westlake Blvd, Westlake Village",Westlake Village
To Wag For - Boutique & Grooming,34.0290929,-118.49935759999998,5.0,"927 Montana Ave, Santa Monica",Santa Monica
R&R Pet Lifestyle and Supply,34.2855691,-118.71696750000001,4.9,"2780 Tapo Canyon Rd #4, Simi Valley",Simi Valley
Pet Food Express,37.3206982,-121.9935564,4.7,"5148 Stevens Creek Blvd, San Jose",San Jose
Pet Food Express,37.2804122,-122.03120190000001,4.5,"12900 Saratoga Sunnyvale Rd, Saratoga",Saratoga
Pet Food Express,37.309934000000005,-121.809991,4.6,"1787 Capitol Expy, San Jose",San Jose
Pet Food Express,37.2887403,-121.931418,4.6,"1902 S Bascom Ave, Campbell",Campbell
Pet Stop,37.01230839999999,-121.5948798,4.7,"1230 1st St #103, Gilroy",Gilroy
Just Food For Dogs,33.4543208,-117.6605453,4.5,"26886 Calle Hermosa, Dana Point",Dana Point
Reptiles Reptropolis,33.4661384,-117.67798629999999,4.7,"34215 Doheny Park Rd, Dana Point",Dana Point
Pet Supply,33.705009000000004,-117.785063,4.8,"14370 Culver Dr A, Irvine",Irvine
Pets Plus,33.5418083,-117.69100470000001,4.7,"28991 Golden Lantern Street, Laguna Niguel",Laguna Niguel
Pet Supplies Plus,36.608370799999996,-121.923976,4.4,"120 Country Club Gate Center #120, Pacific Grove",Pacific Grove
Pet Club San Jose,37.249802,-121.83245600000001,4.3,"5625 Snell Ave, San Jose",San Jose
Bed and Biscuits / Groomingdales,36.9860247,-121.97905800000001,4.4,"2625 Chanticleer Ave, Santa Cruz",Santa Cruz
Stone's Pet Wash,36.607946999999996,-121.92329099999999,5.0,"2711 David Ave, Pacific Grove",Pacific Grove
Jurassic Pets,36.663075899999995,-121.65728119999999,4.5,"923 S Main St, Salinas",Salinas
Pet Emporium,36.972352799999996,-121.96712930000001,4.1,"1501 41st Ave, Capitola",Capitola
Treasure Chest Aquarium & Pets,37.3662389,-121.82796409999999,2.5,"3109 Alum Rock Ave, San Jose",San Jose
Home Away From Home,36.5935785,-121.878472,4.6,"1231 10th St, Monterey",Monterey
The Whole Kitten Capoodle,36.987761,-121.980792,5.0,"1720 Commercial Way, Santa Cruz",Santa Cruz
Pet Club Cupertino,37.3365186,-122.03372079999998,4.4,"20590 Homestead Rd, Cupertino",Cupertino
Cabrillo Pet Hospital,32.743287,-117.23373000000001,4.8,"4134 Voltaire St, San Diego",San Diego
Black Mountain Road Pet Clinic,32.9567349,-117.12745929999998,4.4,"13161 Black Mountain Rd #1, San Diego",San Diego
Vets Pets,32.7795051,-116.9564574,4.5,"1175 Avocado Ave, El Cajon",El Cajon
Petco,32.7801502,-117.0145219,4.4,"8501 Fletcher Pkwy, La Mesa",La Mesa
Our Pet Vets - Balboa Veterinary Hospital,32.821465,-117.15244799999999,5.0,"7931 Balboa Ave, San Diego",San Diego
Grooming at Cabrillo Pet Hospital,32.743384000000006,-117.2339247,0.0,"4138 Voltaire St, San Diego",San Diego
ABC Veterinary Hospital - Uptown,32.752229,-117.148348,4.7,"4054 Normal St, San Diego",San Diego
ABC Veterinary Hospital - Pacific Beach,32.800934999999996,-117.23263600000001,4.7,"2032 Hornblend St, San Diego",San Diego
Clairemont Village Pet Clinic,32.794084000000005,-117.19273700000001,4.8,"3007 Clairemont Dr G, San Diego",San Diego
Kahoots Pet Store,32.9568562,-117.12586100000001,4.5,"13179 Black Mountain Rd, San Diego",San Diego
Kahoots Pet Store,32.7789646,-117.005578,4.6,"5485 Grossmont Center Dr, La Mesa",La Mesa
Kahoots Pet Store,32.8009035,-117.0129723,4.3,"6525 Bisby Lake Ave, San Diego",San Diego
Kahoots Pet Store,32.9576372,-117.04035359999999,4.7,"13414 Poway Rd, Poway",Poway
Kahoots Pet Store,32.740799100000004,-116.9382648,4.9,"2895 Jamacha Road, El Cajon",El Cajon
EarthWise Pet Supply East Village,32.7113228,-117.15496399999999,4.9,"1051 Market St, San Diego",San Diego
Unleashed by Petco,32.9533027,-117.2327973,4.6,"3435 Del Mar Heights Rd D5, San Diego",San Diego
Dirty Dogs Carmel Valley,32.939646,-117.231637,4.5,"3840 Valley Centre Dr #601, San Diego",San Diego
Dirty Dogs Carmel Mountain Ranch,32.979915999999996,-117.07674499999999,4.2,"11835 Carmel Mountain Rd #1302, San Diego",San Diego
Bow Wow Beauty Shoppe,32.754448100000005,-117.1460835,4.5,"4219 Park Blvd, San Diego",San Diego
Absolute Pawfection,32.900971999999996,-117.22189569999999,4.8,"10855 Sorrento Valley Rd #5, San Diego",San Diego
Dog Beach Dog Wash,32.751242,-117.245755,4.6,"4933 Voltaire St # C, San Diego",San Diego
Noah's Natural Pet Market,32.7962731,-117.2513442,5.0,"4431 Cass St, San Diego",San Diego
Point Loma Pet Pantry,32.7405484,-117.2291507,4.8,"3704 Voltaire St, San Diego",San Diego
Dirty Dogs Solana Beach,32.992189,-117.27215100000001,4.6,"W, 112 Plaza St, Solana Beach",Solana Beach
The Fish Vet Store,36.933033,-121.78765700000001,4.3,"440 Airport Blvd, Watsonville",Watsonville
Pet Shop Santa Cruz,36.9680245,-122.00812090000001,4.6,"533 Seabright Ave, Santa Cruz",Santa Cruz
Pet Fun At Harden Ranch Plz,36.717936,-121.6518722,4.3,"1780 N Main St, Salinas",Salinas
The Lavish Pet,36.6652998,-121.65874270000002,0.0,"820 Park Row, Salinas",Salinas
Lil pals pet world,36.852005299999995,-121.3974561,4.5,"401 McCray St, Hollister",Hollister
The Wishbone Pet Co.,36.5784821,-121.72725859999998,5.0,"2 Corral De Tierra Rd, Salinas",Salinas
The Ultimate Aquarium,36.616449700000004,-121.90362560000001,4.8,"828 Lighthouse Ave, Monterey",Monterey
The Spoiled Pup,34.2165518,-119.0374121,0.0,"2423 Ventura Blvd, Camarillo",Camarillo
"Naturally for Paws II, Inc.",34.2750708,-119.27483899999999,4.7,"1766 E Thompson Blvd, Ventura",Ventura
Healthy Pet,34.225542100000006,-119.03722579999999,4.9,"850 Arneill Rd, Camarillo",Camarillo
Doggin' Around Daycare,34.2433444,-119.2089409,4.9,"3222 Bunsen Ave, Ventura",Ventura
Bones-n-Scones of Palm Desert,33.7218461,-116.3756528,4.9,"73910 CA-111, Palm Desert",Palm Desert
AvenaPro Pet Solutions Inc.,33.7560402,-116.3420095,0.0,"54 Ponderosa Cir, Palm Desert",Palm Desert
Desert Feed Bag,33.90767,-116.54586599999999,5.0,"19345 N Indian Canyon Dr, Palm Springs",Palm Springs
PALM DESERT PUPPIES,33.7228093,-116.382792,3.3,"44825 San Pablo Ave, Palm Desert",Palm Desert
Tails In The City,33.7172239,-116.29649640000001,0.0,"78370 CA-111, La Quinta",La Quinta
The Grand Paw,33.672312,-116.21581599999999,4.8,"51750 Jackson St, Coachella",Coachella
PoshPetCare - Palm Springs,33.834625200000005,-116.54662450000001,5.0,"844 N Palm Canyon Dr, Palm Springs",Palm Springs
Exotic Birds Unlimited,33.7227198,-116.38288759999999,4.3,"44827 San Pablo Ave, Palm Desert",Palm Desert
The Grand Paw,33.8176726,-116.545829,5.0,"368 S Palm Canyon Dr, Palm Springs",Palm Springs
Farmers Feed & Pet Supply,37.958037,-121.27468700000001,4.6,"1302 E Miner Ave, Stockton",Stockton
Golda's Amazing Doggie Treats,38.024155,-121.33874990000001,4.0,"2041 Paloma Ave, Stockton",Stockton
Old Mcgowans Feed,37.8261156,-121.2216949,4.7,"398 W Lathrop Rd, Manteca",Manteca
Carters Pet Mart,37.8048656,-121.2162072,4.5,"510 N Main St, Manteca",Manteca
The Serpentarium,37.990903,-121.3192689,4.7,"1117 W March Ln, Stockton",Stockton
The Doghouse,37.7963917,-121.2747308,4.2,"3221 Yosemite Ave, Lathrop",Lathrop
Wilburs Feed & Seed,39.7138573,-121.81729750000001,4.7,"139 Meyers St, Chico",Chico
Little Creek Reptiles,39.497734,-121.501686,0.0,"10 Little Creek Rd, Oroville",Oroville
Tuesday Morning,39.7161374,-121.79290470000001,4.6,"2485 Notre Dame Blvd, Chico",Chico
Pet Supplies Plus,36.816526,-119.78848400000001,4.1,"5418 N Blackstone Ave, Fresno",Fresno
Whitie's Pets,36.8123521,-119.79214569999999,4.4,"5215 N Blackstone Ave, Fresno",Fresno
Kelley's Pets,36.808221,-119.7101,4.5,"30 W Shaw Ave, Clovis",Clovis
All In One Pets,36.8506614,-119.775003,3.1,"7711 N First St, Fresno",Fresno
Aquatic Pets,36.8087631,-119.7108898,4.2,"95 W Shaw Ave #103, Clovis",Clovis
Kelley's Pets,36.761119,-119.7540797,4.6,"1382 N Cedar Ave, Fresno",Fresno
Sabino Mendoza Cruz Pet Shop,36.763833700000006,-119.7909098,3.0,"1517 N Blackstone Ave, Fresno",Fresno
Bullerz Pet Supply,36.770708,-119.840965,4.6,"2217 N Pleasant Ave, Fresno",Fresno
Tailwaggers,36.866012,-119.75847240000002,3.8,"8967 N Cedar Ave, Fresno",Fresno
ABC Veterinary Hospital - Kearny Mesa,32.829582,-117.15001799999999,4.3,"8020 Ronson Rd, San Diego",San Diego
PetSmart,32.6377038,-117.02404170000001,4.0,"877 E H St, Chula Vista",Chula Vista
IB Pet,32.6289558,-117.0375126,4.7,"575 Telegraph Canyon Rd, Chula Vista",Chula Vista
National City Puppy,32.675783100000004,-117.09131470000001,4.4,"1430 E Plaza Blvd E, National City",National City
Dirty Dogs Torrey Hills,32.920934,-117.215173,4.6,"4639 Carmel Mountain Rd #101, San Diego",San Diego
Dunk'N Dogs Dog Wash and Grooming,32.7960042,-117.19385530000001,4.6,"3056 Clairemont Dr, San Diego",San Diego
Absolute Pawfection,33.0666265,-117.30331470000002,4.9,"105 Diana St, Encinitas",Encinitas
IB Pet,32.5844156,-117.12022730000001,4.8,"600 Palm Ave #127, Imperial Beach",Imperial Beach
Pet Supplies Plus,38.6704831,-121.72295430000001,4.0,"2091 Bronze Star Dr, Woodland",Woodland
Pet Food Express,38.5413808,-121.7238797,4.9,"2171 Cowell Blvd, Davis",Davis
PetSmart,38.4609404,-121.49342060000001,4.3,"8226 Delta Shores Cir S, Sacramento",Sacramento
Farmyard Feed,38.774831899999995,-123.0031305,4.7,"27705 Dutcher Creek Rd, Cloverdale",Cloverdale
Catalina Aquarium,39.0622184,-122.9130595,0.0,"2502 Lakeshore Blvd, Lakeport",Lakeport
Clover Dog Pet Supply and Wash,38.784503799999996,-123.015077,5.0,"1129 S. Cloverdale Blvd Suite F, Cloverdale",Cloverdale
Your Pet's Market,38.45045220000001,-122.8673148,4.6,"4411 Gravenstein Hwy N, Sebastopol",Sebastopol
Pet Buddies Inc,38.4656382,-122.74213770000001,0.0,"2120 Bluebell Dr, Santa Rosa",Santa Rosa
Bird Exchange,38.4386886,-122.80917859999998,3.6,"5355 Hall Rd, Santa Rosa",Santa Rosa
Menagerie Pet Sitting,38.5015025,-122.75791310000001,0.0,"57 Ascot Dr, Santa Rosa",Santa Rosa
Pet Supplies Plus,36.80991789999999,-119.6933598,4.4,"1235 Shaw Ave, Clovis",Clovis
Bobo Fish Farm,36.7589227,-119.7728308,4.3,"1271 N First St, Fresno",Fresno
Pet Finders of Fresno,36.73999999999999,-119.7,0.0,Fresno,Fresno
Spoil'd Rott N Pet Suppies & Grooming,36.71518820000001,-119.55614320000001,5.0,"82 Academy Ave, Sanger",Sanger
Pet Center,33.7207537,-116.36012990000002,0.0,"74785 CA-111, Indian Wells",Indian Wells
home tec pet products,33.750132,-116.341682,3.0,"23 Florence Ln, Palm Desert",Palm Desert
Western Feed & Pet Supply,38.6562804,-121.12048689999999,4.0,"2780 E Bidwell St, Folsom",Folsom
Incredible Pets,38.927565,-121.087949,4.4,"1775 Grass Valley Hwy suite a, Auburn",Auburn
Wags to Riches Grooming,38.795272,-121.2331768,5.0,"3700 Midas Ave B-2, Rocklin",Rocklin
Barks & Bones Boutique,34.121749,-117.52981499999999,4.9,"7270 Victoria Park Ln Suite 3F, Rancho Cucamonga",Rancho Cucamonga
Kriser's Natural Pet,33.9094292,-117.85134840000002,4.4,"3341 E Imperial Hwy, Brea",Brea
Reptile Rescue Orange County,33.63232199999999,-117.714467,4.3,"22762 Aspan St #208, Lake Forest",Lake Forest
California Schnoodles,39.097574,-121.56217600000001,0.0,"1421 Sky Harbor Dr, Marysville",Marysville
Ron's Reptiles,39.8408625,-121.83724579999999,4.9,"44 Rock Creek Rd, Chico",Chico
Broadway Puppies,33.1312696,-117.08527190000001,3.8,"840 N Broadway, Escondido",Escondido
Metro Dog,37.9005284,-122.309845,4.2,"3117 Pierce St, Richmond",Richmond
Marin Humane,38.0683893,-122.5364837,4.8,"171 Bel Marin Keys Blvd, Novato",Novato
Tails A Go-Go,37.8901408,-122.29761880000001,4.8,"1124 Solano Ave, Albany",Albany
Collier Feed & Pet Supply,36.6987453,-121.6536264,4.3,"101 W Laurel Dr, Salinas",Salinas
Tulare Pet Center,36.209723,-119.34572759999999,4.2,"236 E King Ave, Tulare",Tulare
Malmgren Heavyweight,36.20415,-119.09038500000001,0.0,"222 N Elmwood Ave, Lindsay",Lindsay
Heiskell's Feed Depot,36.3266026,-119.26264109999998,4.7,"2703 E Noble Ave, Visalia",Visalia
Pet Envy Grooming & Boutique,36.34030449999999,-119.34768100000001,4.3,"5121 W Goshen Ave, Visalia",Visalia
Pet Envy Grooming and Boutique Tulare,36.22488679999999,-119.3393807,4.2,"1237 N Cherry St, Tulare",Tulare
Prehistoric Pets,33.689226299999994,-117.9532033,3.8,"18822 Brookhurst St, Fountain Valley",Fountain Valley
Dooya Dubia,41.460224700000005,-122.8924423,0.0,"205 Butcher St, Etna",Etna
Exotic Reptiles,36.3188429,-119.3135642,4.5,"1328 S Mooney Blvd, Visalia",Visalia
Ultimate Aquarium,36.329930299999994,-119.29426720000001,4.4,"217 W Main St, Visalia",Visalia
Western Feed & Pet Supply,38.5464984,-121.7398595,4.8,"407 G St, Davis",Davis
Concord Feed Pet and Livestock Supplies,37.95327279999999,-121.96163870000001,4.8,"5288 Clayton Rd, Concord",Concord
Green Dog Dental & Wellness,34.071748799999995,-118.4015124,0.0,"9388 S Santa Monica Blvd, Beverly Hills",Beverly Hills
"LA PET MEDS PET PHARMACY - PET MEDS, COMPOUNDING, AND MORE!",34.0442112,-118.3762805,5.0,"1804 S La Cienega Blvd, Los Angeles",Los Angeles
Angelic White Dove Releases,36.828045,-119.91873500000001,0.0,"7115 W Tenaya Ave, Fresno",Fresno
3 V Feed & Garden Supply Inc,36.9791382,-120.03247069999999,4.5,"28342 CA-145, Madera",Madera
Fish Out Of Water,39.3914561,-123.3467393,5.0,"1661 S Main St #E, Willits",Willits
Pet World Inc,34.461073999999996,-119.286258,5.0,"837 N Rice Rd, Ojai",Ojai
Coiffed Critters,34.407464000000004,-119.52209599999999,0.0,"1484 Manzanita St, Carpinteria",Carpinteria
Chaparral Stud Farm,34.53,-119.82,0.0,Santa Barbara,Santa Barbara
Fish Reef Project,34.4007984,-119.72267079999999,0.0,"315 Meigs Rd, Santa Barbara",Santa Barbara
AKSA Reef Boutique,36.43994,-121.330923,4.8,"178 Head St, Soledad",Soledad
Pet Friends Spay-Neuter Clinic,36.862953000000005,-121.448682,5.0,"2975 Buena Vista Rd, Hollister",Hollister
Ben's Barketplace,38.791819399999994,-121.27889040000001,5.0,"701 Pleasant Grove Blvd #120, Roseville",Roseville
Doggie Bag,38.778034000000005,-121.29096000000001,4.7,"1070 Pleasant Grove Blvd #100, Roseville",Roseville
Simply Country Feed & Supply,39.2327602,-121.0701811,4.4,"12892 Ridge Rd, Grass Valley",Grass Valley
Bruno's Pet Pantry,38.878689,-121.2939185,0.0,"69 Lincoln Blvd, Suite A #182, Lincoln",Lincoln
Safe At Home Pet Sitters,38.88549800000001,-121.319827,0.0,"2263 Auburn Ravine Dr, Lincoln",Lincoln
Campfire Treats | Natural Dog Treats & Chews,38.791563599999996,-121.2240231,5.0,"4800 Granite Dr b10, Rocklin",Rocklin
Pro-Groom,38.78580720000001,-121.29460800000001,4.6,"935 Roseville Pkwy #110, Roseville",Roseville
Silverace Poodles,39.053191,-121.34155600000001,0.0,"7447 Camp Far West Rd, Wheatland",Wheatland
S Country Pet Sitters,37.052966999999995,-121.55716000000001,0.0,"10270B Silva Cir, Gilroy",Gilroy
BOBO Fish Farm,36.75891729999999,-119.7728517,5.0,"3656 E McKinley Ave, Fresno",Fresno
Rancho El Pino,36.664229,-119.79699099999999,4.0,"348 W American Ave, Fresno",Fresno
Village Pet Shop,37.67687919999999,-121.75837959999998,4.7,"3008 Pacific Ave, Livermore",Livermore
Pet Supplies Plus,34.1083723,-117.6616586,4.4,"829 W Foothill Blvd A, Upland",Upland
Amazon Reptile Center,34.0928069,-117.68839270000001,4.6,"8851 N Central Ave Ste H, Montclair",Montclair
Protein for Pets,33.86213720000001,-117.73962659999998,4.9,"701 S Weir Canyon Rd #111, Anaheim",Anaheim
Pet Partners,34.0388182,-117.62154509999999,5.0,"1908 S Lake Pl, Ontario",Ontario
Western Feed & Pet Supply,38.565104,-121.46499299999999,4.6,"1600 34th St, Sacramento",Sacramento
Tong's Tropical Fish & Pets,33.7146729,-117.9726344,4.1,"8976 Warner Ave, Fountain Valley",Fountain Valley
Rosita Pet Store,34.558916499999995,-118.0829555,4.7,"2551 East Avenue South, Suite H-J, Palmdale",Palmdale
Protein for Pets,34.425835,-118.4259153,4.8,"16630 Soledad Canyon Rd, Santa Clarita",Santa Clarita
Dusty Paws Pet Wash & Grooming,34.575494799999994,-118.11734440000001,4.5,"38212 6th St E, Palmdale",Palmdale
"The Serpentarium, Inc.",38.1048447,-121.27177150000001,4.3,"2379 Maggio Cir C, Lodi",Lodi
Animal Den,38.5379094,-121.4097504,4.6,"4060 Power Inn Rd, Sacramento",Sacramento
Grooming With Love,33.6368273,-117.6095038,4.3,"29851 Aventura, Rancho Santa Margarita",Rancho Santa Margarita
California Cat Cottage,34.901635999999996,-120.42961299999999,0.0,"543 Drake Dr, Santa Maria",Santa Maria
Pour La Pooch Pet Stop,34.0762773,-118.35603459999999,5.0,"7617 Beverly Blvd, Los Angeles",Los Angeles
Cedar Hill Bird Enterprises,38.1357111,-121.2603223,4.9,"110 N Cherokee Ln, Lodi",Lodi
Santa Cruz Pet Shuttle,37.020908399999996,-121.99045530000001,0.0,"2865 Branciforte Dr, Santa Cruz",Santa Cruz
Sunset Pet Supply,37.752864,-122.50463,0.0,"3801 Noriega St, San Francisco",San Francisco
Super Roots Hydroponics,36.7507143,-119.8349726,4.3,"1922 W Belmont Ave, Fresno",Fresno
Concord Feed Pet & Livestock Supplies,37.7052585,-121.92221809999998,4.9,"7104 Dublin Blvd, Dublin",Dublin
EarthWise Pet Supply,33.104628000000005,-117.2659206,4.8,"6986 El Camino Real, Carlsbad",Carlsbad
Doo Doo Diligence,39.260680799999996,-121.00901499999999,0.0,"Park Avenue, Nevada City",Nevada City
Your Pets,39.234767100000006,-121.03797150000001,0.0,Grass Valley,Grass Valley
Ben’s Barketplace Lincoln,38.871905100000006,-121.2960557,0.0,"800 Sterling Pkwy #30, Lincoln",Lincoln
Willowberry Pet,39.218913,-121.06355,0.0,"217 W Main St, Grass Valley",Grass Valley
My Playful Puppy,34.2730274,-118.7729494,4.6,"1407 E Los Angeles Ave Suite W, Simi Valley",Simi Valley
Barkworks Pups & Stuff,34.1855064,-118.8890567,2.3,"488 W Hillcrest Dr, Thousand Oaks",Thousand Oaks
Burbank Pet Plaza,34.1617205,-118.3131301,4.4,"1080 W Alameda Ave, Burbank",Burbank
Pet Food Express,34.1402435,-118.1318801,4.8,"320 S Lake Ave, Pasadena",Pasadena
Pet Food Express,34.164271299999996,-118.2571449,4.8,"1215 N Central Ave, Glendale",Glendale
The Bowhaus Pet Company,34.1459768,-118.099364,4.7,"2472 E Colorado Blvd, Pasadena",Pasadena
The Dog Bakery,34.145397100000004,-118.1512392,4.8,"36 W Colorado Blvd, Pasadena",Pasadena
Seifert Labradors,35.48999999999999,-120.67,3.0,Atascadero,Atascadero
Patricia's Pet Care & Home Services,37.151866,-121.672247,5.0,"19260 Monterey St, Morgan Hill",Morgan Hill
Pet Choice,37.7883245,-122.1959687,4.7,"4203 MacArthur Blvd, Oakland",Oakland
Groom - A Green Pawz Company,37.7829014,-122.46956570000002,4.4,"938 Clement St, San Francisco",San Francisco
Keep Doggie Safe,33.68590220000001,-118.00840749999999,4.4,"19051 Goldenwest St #311, Huntington Beach",Huntington Beach
Diamond Cove Koi & Water Plant,33.732997600000004,-116.9341598,5.0,"41679 Johnston Ave, Hemet",Hemet
Desert Dog Pet Store,35.6242964,-117.67139740000002,4.5,"211 N. Balsam St, W French Ave, Ridgecrest",Ridgecrest
Puff N Stuff smoke shop,35.612449600000005,-117.66938909999999,5.0,"634 S China Blvd S, Ridgecrest",Ridgecrest
Just Food For Dogs,33.859618299999994,-117.7877558,4.7,"5799 E La Palma Ave, Anaheim",Anaheim
Paramount Pet Entertainment - Reptile Parties & more!,33.904008000000005,-118.158235,4.2,"8055 Rosecrans Ave #107 A, Paramount",Paramount
Granero's Feed & Pets,34.115556899999994,-117.3142771,4.1,"1325 W 9th St, San Bernardino",San Bernardino
Pet's Corner,37.78107139999999,-122.4590973,4.8,"102, 3701 Geary Blvd, San Francisco",San Francisco
Aquatic Reef Designs,34.2531374,-119.2292423,4.4,"2186 Eastman Ave # 106, Ventura",Ventura
My Pet Naturally,34.02994520000001,-118.44942560000001,4.6,"12001 Pico Blvd, Los Angeles",Los Angeles
Global Pet Food Outlet,34.0022862,-118.4063146,4.7,"4449 Sepulveda Blvd, Culver City",Culver City
Puppy Chums Pet Store,37.963797,-122.348634,5.0,"1919 Rd 20, San Pablo",San Pablo
Casa Rustica,35.3768738,-119.0222221,0.0,"1918 G St, Bakersfield",Bakersfield
Pet Country,33.6357214,-117.68315630000001,4.8,"22485 El Toro Rd Suite A, Lake Forest",Lake Forest
Pet Station South Lake Tahoe,38.917895,-119.997863,4.5,"2205 Lake Tahoe Blvd, South Lake Tahoe",South Lake Tahoe
Pet Supermarket,38.9141501,-120.005781,3.9,"960 Emerald Bay Rd, South Lake Tahoe",South Lake Tahoe
