,Name,Latitude,Longitude,Rating,Address
1165,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo"
1166,Pier K9 Pet Shop,33.188113,-117.373785,4.8,"403 Wisconsin Ave ste c, Oceanside"
1167,Zoom Room Dog Training,33.685642,-117.9904309,4.6,"19069 Beach Blvd, Huntington Beach"
1168,Paw In Order,33.8021939,-117.8590025,4.9,"618 W Collins Ave, Orange"
1169,PetSmart,33.829203,-118.144255,4.6,"3871 N Lakewood Blvd, Long Beach"
1170,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo"
1171,Catherine's Pet Services,33.6370118,-117.8594386,0.0,"9413 Residencia, Newport Beach"
1172,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1173,AAA Animal Hospital,33.8752364,-117.5615939,4.6,"425 E 6th St, Corona"
1174,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana"
1175,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange"
1176,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel"
1177,Perris Valley Veterinary Clinic,33.8160097,-117.2286809,3.8,"2560 N Perris Blvd, Perris"
1178,Animal & Bird Veterinary Medical Center,33.926549,-117.557576,3.2,"3119 Hamner Ave, Norco"
1179,PetSmart,33.829203,-118.144255,4.6,"3871 N Lakewood Blvd, Long Beach"
1180,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach"
1181,Peek-A-Dog Pet Grooming Adoptions,33.9591913,-118.2113411,4.4,"8452 State St, South Gate"
1182,MG Planet Pet Grooming,33.9909164,-117.8899766,4.6,"1457 Nogales St, Rowland Heights"
1183,Mike's Pet Store and pet grooming,33.974553,-118.2532615,3.7,"1224 Florence St, Los Angeles"
1184,Kriser's Natural Pet,33.6717269,-117.7894796,4.4,"Alton Square, 5365 Alton Pkwy, Irvine"
1185,Pets & Grooming,33.9532045,-118.130807,4.5,"7952 Florence Ave, Downey"
1186,PETIAN,33.87063,-117.939096,4.8,"749 W Commonwealth Ave, Fullerton"
1187,Pet Shop & Grooming,33.8640678,-117.5424961,0.0,Corona
1188,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach"
1189,Pussy & Pooch Pethouse and Pawbar,33.761255,-118.1376665,4.2,"4818 E 2nd St, Long Beach"
1190,Local Pet Market,33.687393,-117.988492,4.9,"18900 Beach Blvd #109, Huntington Beach"
1191,PJ's Pet Cafe,33.775092,-118.1520865,4.0,"3412 E 7th St Suite A, Long Beach"
1192,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1193,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach"
1194,Just Food For Dogs,33.635517,-117.9233335,4.7,"103 E 17th St, Costa Mesa"
1195,Kriser's Natural Pet,33.62841,-117.906317,4.4,"1044 Irvine Ave, Newport Beach"
1196,AGE OF AQUARIUMS,33.8051375,-118.1672737,4.5,"2642 Cherry Ave, Signal Hill"
1197,Pet Supply,33.65131,-117.9549833,4.8,"21425 Brookhurst St, Huntington Beach"
1198,Pet Pantry,33.8082084,-118.168066,4.7,"2801 Cherry Ave, Signal Hill"
1199,Feed Barn,33.4665131,-117.6769224,4.8,"34192 Doheny Park Rd, Capistrano Beach"
1200,Pet Supplies Plus,33.728658,-118.025502,4.6,"5912 Edinger Ave, Huntington Beach"
1201,PUPtection Health & Nutrition Center,41.910269,-87.672238,4.0,"1335 N Ashland Ave, Chicago"
1202,Wheeling Animal Hospital,42.1294709,-87.9376316,4.0,"532 S Elmhurst Rd, Wheeling"
1203,Beach for Puppies,41.838195,-88.00849099999999,4.5,"312 Yorktown Shopping Center, Lombard"
1204,PUPS Pet Club,41.8909061,-87.6358037,4.8,"316 W Illinois St, Chicago"
1205,Hebron Animal Clinic,42.4727711,-88.4321909,4.8,"10106 Main St, Hebron"
1206,Pet Supplies Plus,42.1537253,-87.8344911,4.5,"9 Waukegan Rd, Deerfield"
1207,Pet Supplies Plus,42.3837716,-87.9718431,4.5,"6675 Grand Ave, Gurnee"
1208,Pet Supplies Plus,42.2613285,-87.946698,4.4,"1336 Milwaukee Ave, Libertyville"
1209,Pet Supplies Plus,42.408234,-87.85671599999999,4.3,"3060 N Lewis Ave, Waukegan"
1210,Pet Supplies Plus,42.2821219,-88.0429652,4.5,"2982 IL-60, Mundelein"
1211,Pet Supplies Plus,42.0385754,-87.70087889999999,4.3,"1916 Dempster Street A, Evanston"
1212,Pet Supplies Plus,42.6967495,-87.8478442,4.5,"5557 Durand Ave, Racine"
1213,The Animal Store,42.01208889999999,-87.7378292,4.2,"4364 W Touhy Ave, Lincolnwood"
1214,Pet Supplies Plus,41.858845,-88.077653,4.4,"299 Roosevelt Rd, Glen Ellyn"
1215,Pet Supplies Plus,41.9060251,-87.982692,4.5,"198 North Ave, Villa Park"
1216,Pet Supplies Plus,42.1767093,-88.3370386,4.5,"132 Randall Rd, Lake in the Hills"
1217,Pet Supplies Plus,41.91184399999999,-87.806353,4.4,"1748 N Harlem Ave, Elmwood Park"
1218,K9 Kibble,42.5852036,-87.8186097,4.9,"5535 6th Ave, Kenosha"
1219,Petland Hoffman Estates,42.04858,-88.08251899999999,3.8,"11 Golf Center, Hoffman Estates"
1220,Jules Pet Shop,41.92096480000001,-87.6944154,4.4,"2214 N Milwaukee Ave, Chicago"
1221,Critters Pet Shop,41.9739859,-88.34313499999999,4.0,"Randall Rd, South Elgin"
1222,Nature's Feed,42.438427,-88.244733,4.9,"2440 Westward Dr, Spring Grove"
1223,Morgan's Dogs,41.9396949,-87.682574,4.5,"2146 W Belmont Ave, Chicago"
1224,Top Dog Retreat,41.913822,-87.943078,4.8,"180 W Lake St, Elmhurst"
1225,Wheeling Animal Hospital,42.1294709,-87.9376316,4.0,"532 S Elmhurst Rd, Wheeling"
1226,Hebron Animal Clinic,42.4727711,-88.4321909,4.8,"10106 Main St, Hebron"
1227,Kriser's Natural Pet,41.8927377,-87.6183379,4.4,"356 E Ohio St, Chicago"
1228,Acuario Piscis,41.8520781,-87.70192999999999,4.0,"3040 W Cermak Rd, Chicago"
1229,Bark Place,42.009993,-87.67506999999999,4.8,"1775 W Greenleaf Ave, Chicago"
1230,Grooming Parlor,41.9491847,-87.7123906,3.4,"3725 N Elston Ave, Chicago"
1231,Pet Grooming,42.0275745,-87.7050866,0.0,"2221 Oakton St, Evanston"
1232,Kriser's Natural Pet,41.8687743,-87.6270447,4.6,"1103 S State St, Chicago"
1233,The PAWber Shop,42.0313233,-88.23844299999999,4.9,"1350 E Chicago St #18, Elgin"
1234,Pet Supplies Plus,42.408234,-87.85671599999999,4.3,"3060 N Lewis Ave, Waukegan"
1235,Pet Supplies Plus,42.3837716,-87.9718431,4.5,"6675 Grand Ave, Gurnee"
1236,Pet Supplies Plus,41.9758017,-87.80804549999999,4.5,"7220 W Foster Ave, Chicago"
1237,Kriser's Natural Pet,41.9397423,-87.65558720000001,4.7,"1033 W Belmont Ave, Chicago"
1238,Kriser's Natural Pet,42.0124672,-87.8320542,4.6,"164 N Northwest Hwy, Park Ridge"
1239,Pup Stars Pet Care,41.8931658,-87.6864607,4.7,"635 N Western Ave, Chicago"
1240,Pet Supplies Plus,42.042039,-87.80691499999999,4.6,"7204 Dempster Street, Morton Grove"
1241,Kriser's Natural Pet,41.919019,-87.660287,4.6,"Lincoln Park, 2055 N Clybourn Ave, Chicago"
1242,Pet Supplies Plus,42.1537253,-87.8344911,4.5,"9 Waukegan Rd, Deerfield"
1243,From Head To Tail,42.5669206,-87.8548028,4.9,"3816 Roosevelt Rd, Kenosha"
1244,Spotted Paw Grooming & PET Goods - Bloomingdale,41.93889859999999,-88.11988149999999,0.0,"452 West Army Trail Road, Bloomingdale"
1245,Petland Round Lake Beach,42.3793297,-88.0613496,3.8,"815 E Rollins Rd, Round Lake Beach"
1246,Beach for Puppies,41.838195,-88.00849099999999,4.5,"312 Yorktown Shopping Center, Lombard"
1247,Pet Supplies Plus,42.2613285,-87.946698,4.4,"1336 Milwaukee Ave, Libertyville"
1248,Pet Supplies Plus,42.408234,-87.85671599999999,4.3,"3060 N Lewis Ave, Waukegan"
1249,Pet Supplies Plus,42.0385754,-87.70087889999999,4.3,"1916 Dempster Street A, Evanston"
1250,Pet Supplies Plus,42.3837716,-87.9718431,4.5,"6675 Grand Ave, Gurnee"
1251,Pet Supplies Plus,42.1537253,-87.8344911,4.5,"9 Waukegan Rd, Deerfield"
1252,Kriser's Natural Pet,41.8687743,-87.6270447,4.6,"1103 S State St, Chicago"
1253,Kriser's Natural Pet,41.911733,-87.67997199999999,4.8,"1658 N Milwaukee Ave, Chicago"
1254,Kriser's Natural Pet,42.0124672,-87.8320542,4.6,"164 N Northwest Hwy, Park Ridge"
1255,Kriser's Natural Pet,42.255797,-87.94814199999999,4.7,"1640 N Milwaukee Ave, Vernon Hills"
1256,Kriser's Natural Pet,42.0813521,-87.7564447,4.7,"Edens Plaza, 3232 Lake Ave, Wilmette"
1257,Kriser's Natural Pet,42.1595324,-88.0447756,4.8,"20291 N Rand Rd, Kildeer"
1258,Kriser's Natural Pet,42.140184,-87.794257,4.4,"780 Skokie Blvd, Northbrook"
1259,Pet Central,42.3455594,-88.2665918,4.4,"1259 N Green St, McHenry"
1260,"Best Pets, Ltd.",42.4773034,-88.0956282,4.2,"939 Main St, Antioch"
1261,Pet Supplies Plus,41.9052849,-87.6692807,4.3,"1289 N Milwaukee Ave, Chicago"
1262,Pet Supplies Plus,42.2821219,-88.0429652,4.5,"2982 IL-60, Mundelein"
1263,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne"
1264,Petco,34.16462980000001,-118.5227222,4.3,"17919 Ventura Blvd, Encino"
1265,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo"
1266,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1267,AAA Animal Hospital,33.8752364,-117.5615939,4.6,"425 E 6th St, Corona"
1268,C&C Pet Mart,34.1896688,-118.6063759,4.0,"6553 Topanga Canyon Blvd, Woodland Hills"
1269,Ask Ariel Your Pet Nutritionist,33.6590775,-117.6991694,4.9,"1 S Pointe Dr, Lake Forest"
1270,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange"
1271,Green Dog Dental & Wellness,34.1489587,-118.4357809,4.7,"13907 Ventura Blvd #101, Sherman Oaks"
1272,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana"
1273,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel"
1274,Pet Supplies Plus,33.728658,-118.025502,4.6,"5912 Edinger Ave, Huntington Beach"
1275,PetStore.com,33.7556944,-117.9392341,3.4,"14271 Corporate Dr, Garden Grove"
1276,PetSmart,33.829203,-118.144255,4.6,"3871 N Lakewood Blvd, Long Beach"
1277,Kahoots Feed & Pet Store,33.9380668,-117.5437274,4.7,"1004 Sixth St, Norco"
1278,Kahoots Pet Store,33.9856908,-117.7138885,4.7,"4200 Chino Hills Pkwy, Chino Hills"
1279,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach"
1280,Pets Plus,33.497631,-117.66222,4.5,"32022 Camino Capistrano, San Juan Capistrano"
1281,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1282,PetSmart,33.829203,-118.144255,4.6,"3871 N Lakewood Blvd, Long Beach"
1283,Dog Lovers,33.9907419,-118.3305499,3.8,"5700 Crenshaw Blvd, Los Angeles"
1284,The Urban Pet,34.0763114,-118.3538996,4.7,"7515 Beverly Blvd, Los Angeles"
1285,Zoom Room Dog Training,33.685642,-117.9904309,4.6,"19069 Beach Blvd, Huntington Beach"
1286,Paw In Order,33.8021939,-117.8590025,4.9,"618 W Collins Ave, Orange"
1287,Pinnacle Pet Services,34.1170015,-118.1506226,0.0,"721 Fair Oaks Ave, South Pasadena"
1288,Catherine's Pet Services,33.6370118,-117.8594386,0.0,"9413 Residencia, Newport Beach"
1289,AAA Animal Hospital,33.8752364,-117.5615939,4.6,"425 E 6th St, Corona"
1290,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana"
1291,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange"
1292,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel"
1293,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne"
1294,Animal & Bird Veterinary Medical Center,33.926549,-117.557576,3.2,"3119 Hamner Ave, Norco"
1295,"Pets R Us, Pet Grooming & Supplies",34.1604446,-118.2743521,3.5,"838 W Glenoaks Blvd, Glendale"
1296,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne"
1297,S F Pet Shop & Grooming,34.079626,-118.092806,0.0,"600 E Valley Blvd, San Gabriel"
1298,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach"
1299,Katie's PET DEPOT,34.0415508,-118.4708828,4.3,"12423 Wilshire Blvd, Los Angeles"
1300,Paws N Claws Grooming Salon,34.0479841,-118.5443769,4.8,"16634 Marquez Ave, Pacific Palisades"
1301,Peek-A-Dog Pet Grooming Adoptions,33.9591913,-118.2113411,4.4,"8452 State St, South Gate"
1302,Armando's Pets & Grooming,34.1400274,-117.9582202,4.5,"2155 E Huntington Dr, Duarte"
1303,MG Planet Pet Grooming,33.9909164,-117.8899766,4.6,"1457 Nogales St, Rowland Heights"
1304,Mike's Pet Store and pet grooming,33.974553,-118.2532615,3.7,"1224 Florence St, Los Angeles"
1305,Pets & Grooming,33.9532045,-118.130807,4.5,"7952 Florence Ave, Downey"
1306,Bark Williams,34.0201137,-118.4546141,4.7,"2901 Ocean Park Blvd #118, Santa Monica"
1307,Kriser's Natural Pet,33.6717269,-117.7894796,4.4,"Alton Square, 5365 Alton Pkwy, Irvine"
1308,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach"
1309,Pussy & Pooch Pethouse and Pawbar,33.761255,-118.1376665,4.2,"4818 E 2nd St, Long Beach"
1310,Local Pet Market,33.687393,-117.988492,4.9,"18900 Beach Blvd #109, Huntington Beach"
1311,PJ's Pet Cafe,33.775092,-118.1520865,4.0,"3412 E 7th St Suite A, Long Beach"
1312,MY MASTER'S BEST FRIEND-Pet Food&Supply Delivery-Downey Long Beach Santa Monica Los Angeles Near Me,33.952306,-118.344688,4.5,"4118, 903 S Prairie Ave ste 903, Inglewood"
1313,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1314,Just Food For Dogs,33.8902107,-118.3963081,4.7,"1605 N Sepulveda Blvd, Manhattan Beach"
1315,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach"
1316,Just Food For Dogs,33.635517,-117.9233335,4.7,"103 E 17th St, Costa Mesa"
1317,Pet Mart,33.8635117,-118.3888634,4.4,"1054 Aviation Blvd, Hermosa Beach"
1318,Kriser's Natural Pet,33.62841,-117.906317,4.4,"1044 Irvine Ave, Newport Beach"
1319,Pet Supply,33.65131,-117.9549833,4.8,"21425 Brookhurst St, Huntington Beach"
1320,Pet Foods Market & Supplies,33.891918,-118.395513,4.6,"1816 N Sepulveda Blvd, Manhattan Beach"
1321,AGE OF AQUARIUMS,33.8051375,-118.1672737,4.5,"2642 Cherry Ave, Signal Hill"
1322,Kriser's Natural Pet,33.866307,-118.3938349,4.6,"1559 Pacific Coast Hwy, Hermosa Beach"
1323,Petco,34.16462980000001,-118.5227222,4.3,"17919 Ventura Blvd, Encino"
1324,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo"
1325,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne"
1326,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1327,AAA Animal Hospital,33.8752364,-117.5615939,4.6,"425 E 6th St, Corona"
1328,Ask Ariel Your Pet Nutritionist,33.6590775,-117.6991694,4.9,"1 S Pointe Dr, Lake Forest"
1329,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange"
1330,Green Dog Dental & Wellness,34.1489587,-118.4357809,4.7,"13907 Ventura Blvd #101, Sherman Oaks"
1331,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana"
1332,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel"
1333,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1334,Pet Supplies Plus,33.728658,-118.025502,4.6,"5912 Edinger Ave, Huntington Beach"
1335,PetStore.com,33.7556944,-117.9392341,3.4,"14271 Corporate Dr, Garden Grove"
1336,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach"
1337,Kahoots Pet Store,33.9856908,-117.7138885,4.7,"4200 Chino Hills Pkwy, Chino Hills"
1338,Kahoots Feed & Pet Store,33.9380668,-117.5437274,4.7,"1004 Sixth St, Norco"
1339,Pets Plus,33.497631,-117.66222,4.5,"32022 Camino Capistrano, San Juan Capistrano"
1340,Kriser's Natural Pet,34.000991,-118.467687,4.5,"303 Lincoln Blvd, Venice"
1341,Animal Lovers Pet Shop,33.8058724,-118.3582023,4.5,"24028 Vista Montana, Torrance"
1342,Pet Foods Market & Supplies,33.891918,-118.395513,4.6,"1816 N Sepulveda Blvd, Manhattan Beach"
1343,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1344,Dog Lovers,33.9907419,-118.3305499,3.8,"5700 Crenshaw Blvd, Los Angeles"
1345,The Urban Pet,34.0763114,-118.3538996,4.7,"7515 Beverly Blvd, Los Angeles"
1346,Zoom Room Dog Training,33.685642,-117.9904309,4.6,"19069 Beach Blvd, Huntington Beach"
1347,Paw In Order,33.8021939,-117.8590025,4.9,"618 W Collins Ave, Orange"
1348,PetSmart,33.829203,-118.144255,4.6,"3871 N Lakewood Blvd, Long Beach"
1349,Pinnacle Pet Services,34.1170015,-118.1506226,0.0,"721 Fair Oaks Ave, South Pasadena"
1350,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo"
1351,AAA Animal Hospital,33.8752364,-117.5615939,4.6,"425 E 6th St, Corona"
1352,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana"
1353,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange"
1354,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel"
1355,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne"
1356,Animal & Bird Veterinary Medical Center,33.926549,-117.557576,3.2,"3119 Hamner Ave, Norco"
1357,Vetco,34.0525678,-118.384269,3.0,"1475 S Robertson Blvd, Los Angeles"
1358,"Pets R Us, Pet Grooming & Supplies",34.1604446,-118.2743521,3.5,"838 W Glenoaks Blvd, Glendale"
1359,Katie’s PET DEPOT®,34.115389,-117.766999,4.5,"1941 Foothill Blvd a, La Verne"
1360,S F Pet Shop & Grooming,34.079626,-118.092806,0.0,"600 E Valley Blvd, San Gabriel"
1361,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach"
1362,Katie's PET DEPOT,34.0415508,-118.4708828,4.3,"12423 Wilshire Blvd, Los Angeles"
1363,Peek-A-Dog Pet Grooming Adoptions,33.9591913,-118.2113411,4.4,"8452 State St, South Gate"
1364,Armando's Pets & Grooming,34.1400274,-117.9582202,4.5,"2155 E Huntington Dr, Duarte"
1365,MG Planet Pet Grooming,33.9909164,-117.8899766,4.6,"1457 Nogales St, Rowland Heights"
1366,Mike's Pet Store and pet grooming,33.974553,-118.2532615,3.7,"1224 Florence St, Los Angeles"
1367,Pets & Grooming,33.9532045,-118.130807,4.5,"7952 Florence Ave, Downey"
1368,Bark Williams,34.0201137,-118.4546141,4.7,"2901 Ocean Park Blvd #118, Santa Monica"
1369,Kriser's Natural Pet,33.6717269,-117.7894796,4.4,"Alton Square, 5365 Alton Pkwy, Irvine"
1370,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach"
1371,Pussy & Pooch Pethouse and Pawbar,33.761255,-118.1376665,4.2,"4818 E 2nd St, Long Beach"
1372,Local Pet Market,33.687393,-117.988492,4.9,"18900 Beach Blvd #109, Huntington Beach"
1373,MY MASTER'S BEST FRIEND-Pet Food&Supply Delivery-Downey Long Beach Santa Monica Los Angeles Near Me,33.952306,-118.344688,4.5,"4118, 903 S Prairie Ave ste 903, Inglewood"
1374,PJ's Pet Cafe,33.775092,-118.1520865,4.0,"3412 E 7th St Suite A, Long Beach"
1375,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1376,Just Food For Dogs,33.8902107,-118.3963081,4.7,"1605 N Sepulveda Blvd, Manhattan Beach"
1377,Just Food For Dogs,33.635517,-117.9233335,4.7,"103 E 17th St, Costa Mesa"
1378,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach"
1379,Pet Mart,33.8635117,-118.3888634,4.4,"1054 Aviation Blvd, Hermosa Beach"
1380,AGE OF AQUARIUMS,33.8051375,-118.1672737,4.5,"2642 Cherry Ave, Signal Hill"
1381,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo"
1382,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1383,AAA Animal Hospital,33.8752364,-117.5615939,4.6,"425 E 6th St, Corona"
1384,Ask Ariel Your Pet Nutritionist,33.6590775,-117.6991694,4.9,"1 S Pointe Dr, Lake Forest"
1385,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana"
1386,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange"
1387,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel"
1388,Perris Valley Veterinary Clinic,33.8160097,-117.2286809,3.8,"2560 N Perris Blvd, Perris"
1389,Pet Supplies Plus,33.728658,-118.025502,4.6,"5912 Edinger Ave, Huntington Beach"
1390,PetStore.com,33.7556944,-117.9392341,3.4,"14271 Corporate Dr, Garden Grove"
1391,Kahoots Feed & Pet Store,33.5542378,-117.2074987,4.7,"41711 Ivy St, Murrieta"
1392,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach"
1393,Kahoots Feed & Pet Store,33.8820704,-117.3686806,4.5,"16851 Van Buren Boulevard, Riverside"
1394,Kahoots Feed & Pet Store,33.9380668,-117.5437274,4.7,"1004 Sixth St, Norco"
1395,Pets Plus,33.497631,-117.66222,4.5,"32022 Camino Capistrano, San Juan Capistrano"
1396,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1397,Kahoots Pet Store,33.1770658,-117.3249001,4.6,"2616 El Camino Real, Carlsbad"
1398,Kahoots Pet Store,33.372436,-117.252433,4.4,"1101 S Main Ave B, Fallbrook"
1399,Kahoots Pet Store,33.9856908,-117.7138885,4.7,"4200 Chino Hills Pkwy, Chino Hills"
1400,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo"
1401,Pier K9 Pet Shop,33.188113,-117.373785,4.8,"403 Wisconsin Ave ste c, Oceanside"
1402,Puppy Store,33.7758987,-117.870425,3.5,"2800 N Main St #632, Santa Ana"
1403,Zoom Room Dog Training,33.685642,-117.9904309,4.6,"19069 Beach Blvd, Huntington Beach"
1404,Paw In Order,33.8021939,-117.8590025,4.9,"618 W Collins Ave, Orange"
1405,PetSmart,33.829203,-118.144255,4.6,"3871 N Lakewood Blvd, Long Beach"
1406,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo"
1407,Catherine's Pet Services,33.6370118,-117.8594386,0.0,"9413 Residencia, Newport Beach"
1408,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1409,AAA Animal Hospital,33.8752364,-117.5615939,4.6,"425 E 6th St, Corona"
1410,Grand Pet Care Center,33.759041,-117.852221,4.6,"1602 N Grand Ave, Santa Ana"
1411,Healthy Pet Hospital and Grooming,33.788944,-117.816866,4.5,"3411 E Chapman Ave, Orange"
1412,Pacific Park Animal Hospital,33.567919,-117.70926,4.4,"27261 La Paz Rd H, Laguna Niguel"
1413,Perris Valley Veterinary Clinic,33.8160097,-117.2286809,3.8,"2560 N Perris Blvd, Perris"
1414,Animal & Bird Veterinary Medical Center,33.926549,-117.557576,3.2,"3119 Hamner Ave, Norco"
1415,PetSmart,33.829203,-118.144255,4.6,"3871 N Lakewood Blvd, Long Beach"
1416,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach"
1417,MG Planet Pet Grooming,33.9909164,-117.8899766,4.6,"1457 Nogales St, Rowland Heights"
1418,Kriser's Natural Pet,33.6717269,-117.7894796,4.4,"Alton Square, 5365 Alton Pkwy, Irvine"
1419,Pets & Grooming,33.9532045,-118.130807,4.5,"7952 Florence Ave, Downey"
1420,PETIAN,33.87063,-117.939096,4.8,"749 W Commonwealth Ave, Fullerton"
1421,Pet Shop & Grooming,33.8640678,-117.5424961,0.0,Corona
1422,Horizon Pet Supply,33.5967193,-117.2470338,4.4,"36068 Hidden Springs Rd, Wildomar"
1423,Kriser's Natural Pet,33.62841,-117.906317,4.4,"1044 Irvine Ave, Newport Beach"
1424,Coast Pet Supplies & Grooming,33.5473156,-117.7964092,5.0,"880 N Coast Hwy, Laguna Beach"
1425,Pussy & Pooch Pethouse and Pawbar,33.761255,-118.1376665,4.2,"4818 E 2nd St, Long Beach"
1426,Local Pet Market,33.687393,-117.988492,4.9,"18900 Beach Blvd #109, Huntington Beach"
1427,PJ's Pet Cafe,33.775092,-118.1520865,4.0,"3412 E 7th St Suite A, Long Beach"
1428,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1429,Kahoots Pet Store,33.6923715,-117.9924774,4.2,"18681 Main St, Huntington Beach"
1430,Just Food For Dogs,33.635517,-117.9233335,4.7,"103 E 17th St, Costa Mesa"
1431,Kriser's Natural Pet,33.62841,-117.906317,4.4,"1044 Irvine Ave, Newport Beach"
1432,Pet Supply,33.65131,-117.9549833,4.8,"21425 Brookhurst St, Huntington Beach"
1433,AGE OF AQUARIUMS,33.8051375,-118.1672737,4.5,"2642 Cherry Ave, Signal Hill"
1434,Pet Pantry,33.8082084,-118.168066,4.7,"2801 Cherry Ave, Signal Hill"
1435,Feed Barn,33.4665131,-117.6769224,4.8,"34192 Doheny Park Rd, Capistrano Beach"
1436,Pet Supplies Plus,33.728658,-118.025502,4.6,"5912 Edinger Ave, Huntington Beach"
1437,Petco,33.5889354,-117.6734601,4.2,"25592 El Paseo, Mission Viejo"
1438,PetSmart,33.6719934,-117.9533672,4.7,"20002 Brookhurst St, Huntington Beach"
1439,AAA Animal Hospital,33.8752364,-117.5615939,4.6,"425 E 6th St, Corona"
